时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2021-01-21,Camsense,企业服务,B轮,8000万人民币,"晨晖创投, 沣扬资本, 普华资本, 中航坪山集成电路基金（领投）, 添乐投资",40000,企业服务、行业信息化及解决方案、机器人,Camsense是一家专注于视觉空间定位技术和位置追踪系统研发的计算机视觉技术公司。通过公司自主创新的高性能空间定位算法，可以在低成本的硬件基础上，为机器人、工业、医疗等行业提供极具竞争力的人机交互产品。目前，产品涵盖激光雷达、高精度定位系统。,"周琨 CEO 周琨，欢创科技CEO。 王健 联合创始人 1996年毕业于西安交通大学机电一体化专业，获学士学位，毕业后一直从事半导体主芯片的市场推广及销售，对消费电子，通讯，以及IT市场有深刻的理解。
工作经历：先后在松下、Zoran、C2micro等知名半导体外企工作过，历任销售经理，市场及销售总监，区域总经理，主导过DVD、DTV、DSC、handset、Internet tv 主芯片在国内的推广，有过很多成功案例。 戴琼海 首席科学家 清华大学自动化系教授、博导、副系主任。2012年国家技术发明一等奖获得者、973首席科学家、长江学者、杰出青年基金获得者。主要研究领域为：3D图像处理、3D图像显示、光场计算。 "
2021-01-20,盈合机器人,智能硬件,战略投资,数千万人民币,"字节跳动, 酷讯旅游, 天使投资人王刚-觉资本",15000,智能硬件、机器人、机器人,公司致力研发应用于国家应急管理、城市治理领域的机器人产品集群，与智能制造相结合，打造中国领先的平台型机器人公司。同时盈合（深圳）机器人与自动化科技有限公司作为盈峰集团旗下的一级子公司，也是盈峰集团在先进制造与产业互联网板块的重要战略布局，将以服务类机器人与智能制造业务形成协同与闭环，深耕国家应急管理产业的机器人应用，通过解决社会问题，推动企业发展。,沈岗 创始人 沈岗，盈合机器人创始人、CEO，盈峰控股合伙人。机器人行业领军人物，曾担任发那科常务副总经理、碧桂园集团副总裁、博智林机器人总裁。 
2021-01-19,踏歌智行,汽车交通,B+轮,数千万人民币,CMC资本,150000,汽车交通、自动/无人驾驶、机器人,踏歌智行是是一家矿山无人驾驶方案服务提供商与矿山无人驾驶运输运营商，专注于矿用车无人驾驶技术研究、产品开发和无人矿山整体工程化解决方案设计及实施的高新技术企业。推出了车-地-云协同的智慧矿山无人运输系统，实现了由云端智能调度管理、4G/5G车联网通信、智能路侧单元和车载智能终端组成的一整套矿山运输无人驾驶解决方案。该方案通用性强，可适配大型矿用自卸车和宽体自卸车两大矿用卡车品类，兼容多品牌多车型，同时支持无人驾驶新车型生产适配和在用车无人化升级改造。,余贵珍 创始人 余贵珍，踏歌智行创始人、CEO，北京航空航天大学交通运输系系主任。1974年11月25日生，博士，教授，博士生导师。 
2021-01-18,云迹科技,智能硬件,C轮,5亿人民币,"启明创投（领投）, 中信证券, Translink Capital, 腾讯投资, 沸点资本, 联想创投, 澜亭资本",300000,智能硬件、机器人、机器人,云迹科技是一家商用机器人研发商，研发了智能商用服务机器人润，智能移动平台水滴，大屏展示交互机器人云帆、社区物流机器人追风以及机器人服务解决方案阿拉丁系统，服务于住宿业、物流运输业、行政服务机构、社区服务等行业。,胡泉 联合创始人&总裁 胡泉，云迹科技创始人&总裁，2010年加入秒针并任职COO，此前曾任职尼尔森互联网中国区业务副总裁。 支涛 联合创始人&CEO 支涛，云迹科技公司CEO&联合创始人，拥有10余年传感器及自动化工作经验； 曾任北京英维思科技有限公司CEO 、上海埃蒙特公司董事长创始人 。 李全印 CTO 李全印，北京云迹科技联合创始人、CTO。 支勇 研发副总 支勇，北京云迹科技研发副总。 林小俊 CTO兼核心合伙人 林小俊，北京大学自然语言处理专业博士，在自然语言处理及数据挖掘领域拥有多年研究经验，并作为主要技术负责人承担多个国家、省部级科研项目。林博士于2011年创建慧评网，首次实现了中国酒店行业的大数据应用。2015年主导慧评网与中软好泰合并重组，成立众荟信息并出任CEO。林博士长期专注人工智能领域科研和创新，并在研究成果商业化和数据系统规划、人工智能技术创新方面成绩卓着。 展开全部 
2021-01-16,行知行机器人,智能硬件,Pre-A轮,数千万人民币,"前海母基金（领投）, 峰瑞资本, 分享投资",15000,智能硬件、机器人、机器人,行知行机器人是一家机器人系统与自动化成套装备技术研发的创新型企业，公司主要从事特种机器人、工业机器人、机电设备、智能装备及自动化生产线等技术开发、制造、销售业务，并提供相关的技术服务、技术咨询和技术转让。现阶段公司致力于特种爬壁机器人产品开发，旨在将工人彻底从高危险、高污染等恶劣的工作环境中解放出来，还世界清洁、让工作安全、给工人舒适。可以为船舶、海洋平台、油罐、风塔、管道和钢结构桥梁等的检测、除锈清洗、喷涂提供解决方案和成套装备。,何凯 董事长 何凯，深圳市行知行机器人技术有限公司董事长。 
2021-01-15,Geek+,物流,D轮,数亿美元,"中国互联网投资基金, 中金启辰, 云晖资本, 赛领资本, 中信产业基金CPE源峰基金, 伊利股份",1950000,物流、物流信息化、机器人,极智嘉 (Geek+)专注仓储物流领域，通过领先的机器人产品和人工智能技术实现高度柔性和智能的物流自动化解决方案，成为仓储物流行业技术变革的引领者。极智嘉凭借强大的技术实力、对客户需求的精准理解、完善的售后服务、ISO 9001:2008质量认证体系，提供领先可靠的一站式企业级服务。,"郑勇 CEO 郑勇，极智嘉创始人、CEO。毕业于清华大学，并于德国亚琛工业大学学习工业工程专业，之后在跨国公司ABB和圣戈班从事供应链管理工作，负责中国重点生产基地从工程到质量控制和物流的整体运作。之后，郑勇加入了领先的投资基金公司——新天域资本，主要负责投资组合公司的投后管理，以及 TMT 和机器人行业的新投资项目。
 李洪波 CTO 李洪波，北京极智嘉联合创始人、CTO。带领着一个由400多名工程师组成的智囊团，负责机器人、软件系统和人工智能算法设计方面的所有研发活动，不断研究开发适用于多种工业场景的综合技术解决方案。在李洪波的带领下，极智嘉研发并实践了颠覆市场的智能仓储技术。作为世界顶尖的多智能体机器人系统专家之一，李洪波在大型先进机器人和人工智能算法的导航、感知和调度方面拥有15年的理论和应用研究经验，在全球领先的科学期刊IEEE / IEE上发表了30多篇论文。他曾获教育部自然科学奖、北京科学技术奖、中国自动化学会科学技术奖等多个奖项。李洪波拥有清华大学计算机科学博士学位，曾是清华大学计算机科学系的副教授。他是国际自动化与控制系统行业杂志编委，同时担任人工智能服务委员会的秘书长。 "
2021-01-15,博雅工道,智能硬件,C轮,1亿人民币,"领中资本（领投）, 华和资本, 中关村启航基金, 鹏博投资",50000,智能硬件、机器人、机器人,博雅工道是一家主要从事机器人及自动化设备研发和销售，机器人技术培训及服务的公司，有自主开发消费级水中摄影机器人 “高仿真机器鱼”、无人机等相关产品，机并提供械学堂和智慧社区服务。,熊明磊 CEO 熊明磊是博雅工道的董事长 
2021-01-14,节卡机器人,智能硬件,C轮,3亿人民币,"中信产业基金CPE源峰基金（领投）, 国投招商（领投）, 方广资本, 先进制造产业投资基金",150000,智能硬件、机器人、机器人,节卡机器人是一家聚焦于新一代协作机器人本体与智慧工厂创新研发的高新技术企业。节卡机器人以“用机器人解放双手”为使命，秉持专注、专业、原创精神，将智慧的火花传递到全球各个角落，助力企业迈入工业4.0时代。,李明洋 创始人 李明洋，上海节卡机器人科技有限公司创始人 
2021-01-14,术锐,医疗健康,B轮,3亿人民币,"国投招商（领投）, 先进制造产业投资基金（领投）, 辰德资本, 顺为资本, 汇鼎资本, 天峰资本",150000,医疗健康、医疗器械及硬件、机器人,北京术锐是一家由活跃于中国医疗装备的业界精英创立的科技公司。依托新一代柔性连续体机械臂核心技术，纵贯多类临床微创外科的实施范式，驾驭强大的系统设计和集成能力，致力成为国内第一家能完整独立自主研发、生产和销售第三代微创外科手术机器人系统的高新技术企业，以期为医院提供“术前规划-术中操作-术后管理”一体化全智能手术的完整解决方案。,徐凯 董事长 徐凯，术锐技术董事长。 
2021-01-07,地平线,先进制造,C+轮,4亿美元,"Baillie Gifford（领投）, 云锋基金（领投）, 中信产业基金CPE源峰基金（领投）, 宁德时代（领投）, Aspex Management, 和暄资本Hermitage Capital, Neumann Advisors, 山东高速, 中信建投资本, CloudAlpha Capital奇点资产, 元钛基金, 日本ORIX集团, 英才元资本",2925000,先进制造、集成电路、机器人,地平线是一家人工智能解决方案提供商，专注于制作基于人工智能算法的芯片、系统和软硬件产品，让家居、汽车、玩具和服务机器人等，具有从感知、交互、理解到决策的智能功能。,余凯 CEO 余凯，地平线机器人科技创始人、CEO，红西瓜半导体联合创始人。曾担任百度深度学习研究院IDL常务副院长。曾在慕尼黑大学求学，在斯坦福大学执教过《人工智能绪论》，机器学习领域的国际著名学者。早年曾在微软、西门子工作过。 杨铭 联合创始人 杨铭，地平线机器人科技联合创始人，博士，是Facebook人工智能实验室的创始成员之一。 陶斐雯 COO 陶斐雯，地平线机器人联合创始人、COO。美国西北大学营销学硕士，南京大学经济学学士，本科期间在宾夕法尼亚大学沃顿商学院交换学习。先后就职于Google硅谷总部销售团队，百度美国研发中心，拥有丰富的国际著名互联网公司的管理经验，对中美互联网领域具备深入的战略思考能力和分析能力，对竞争格局和商业模式具有广阔视角和敏锐洞察。 方懿 硬件副总裁 方懿，地平线机器人联合创始人、硬件副总裁。硬件产品专家，资深移动通讯领导者。前诺基亚智能手机大中华区研发副总裁。毕业于电子科技大学电子工程系和新加坡国立大学电子工程系。拥有19年产品研发及管理工作经验。服务于诺基亚13年，历任硬件工程师，部门经理，产品项目经理，最终成为诺基亚智能手机大中华区研发副总裁。领导诺基亚智能手机中国研发团队，下属北京和台北两个研发中心，全权负责研发面向全球市场及为中国定制的 Lumia 系列产品，从 roadmap 定义、概念研究、产品开发到量产维护的全部流程。拥有建立多元文化的团队，领导战略转型，定义新的开发流程，以及建立有创造力的挑战者团队文化等方面的经验，并取得卓越成绩。作为一个公认的硬件产品研发领导者，带领团队设计，研发，和推出诺基亚历史上最成功的智能手机 Lumia 520，一共2600万台出货量，年度贡献20亿美金的销售额，并获得2014年世界移动大会大奖。 黄畅 算法副总裁 黄畅，地平线机器人联合创始人、算法副总裁。本科、硕士以及博士毕业于清华大学计算机科学与技术系，曾经在美国南加州大学和 NEC 美国研究院担任研究员。2012年加入百度美国研发中心，2013年参与组建百度深度学习研究院( IDL )，任高级科学家、主任研发架构师。长期从事计算机视觉、机器学习、模式识别和信息检索方面的研究，作为相关学术界和工业界的知名专家，发表的论文被引用3350次，拥有多项国际专利。开发的人脸检测技术，创造了世界上首次计算机视觉技术被大规模应用的成功范例，占领80%数码相机市场，并且被苹果 iPhoto 等诸多图像管理软件所采用。带领百度 IDL 图像技术团队负责公司内各种图像核心技术的研发，推出了全网人脸图像搜索、PK 大咖、全网相似图像搜索、自然场景文字识别、百度移动图像搜索、图片凤巢等重要产品。 徐伟 AI首席科学家 徐伟拥有清华大学学士学位，卡内基梅隆大学硕士学位，加入百度前曾在NEC实验室和Facebook担任研究员。在百度期间担任深度学习实验室杰出科学家，深度学习技术及应用国家工程实验室首席科学家。在百度内部，徐伟是唯一获 “杰出科学家”荣誉称号的人。负责百度深度学习平台PaddlePaddle的开发以及通用人工智能的研究，所开发的平台被广泛用于百度的搜索、广告等多个产品并带来重大收益。徐伟所带领的研究团队是世界上最先把计算机视觉和自然语言处理统一到一个深度学习模型的团队之一。 余轶男 智能驾驶研发总监 余轶男，原百度IDL科学家，现为地平线机器人技术、智能驾驶研发总监。 陈黎明 总裁 陈黎明，地平线公司总裁。原博世底盘控制系统中国区总裁。陈黎明博世于1995年加入博世集团，曾任技术专家，研发高级经理、总监和副总裁，他领导创建的博世底盘控制系统研发中心是博世公司在中国最大的研发中心。2012年担任博世集团高级副总裁，博世底盘控制系统事业部中国区总裁，全面负责推进底盘控制系统事业部各项在华事务。 展开全部 
